ad_id,ad_name,account,publisher_platform,platform_position,spend,impressions,clicks,link_clicks,landing_page_views
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,facebook_reels_overlay,0.189969,25,0,,
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,facebook_stories,60.320023,2195,17,16,
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,feed,396.704382,14708,180,75,1
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,instream_video,0.989836,19,0,,
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,marketplace,0.649893,53,0,,
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,search,1.129813,69,1,1,
120207736470930151,before_after_vid1_3_jan_13,ACC2,facebook,video_feeds,2.449595,116,2,1,
120207736470930151,before_after_vid1_3_jan_13,ACC2,instagram,feed,208.905445,7193,27,17,
120207736470930151,before_after_vid1_3_jan_13,ACC2,instagram,instagram_explore,2.77954,248,0,,
120207736470930151,before_after_vid1_3_jan_13,ACC2,instagram,instagram_reels,37.863737,2537,4,1,
120207736470930151,before_after_vid1_3_jan_13,ACC2,instagram,instagram_stories,157.893883,7352,45,36,
120208468856910151,best_price_1,ACC2,audience_network,an_classic,0.199935,24,0,,
120208468856910151,best_price_1,ACC2,facebook,facebook_reels,0.649787,30,0,,
120208468856910151,best_price_1,ACC2,facebook,facebook_stories,0.419863,2,0,,
120208468856910151,best_price_1,ACC2,facebook,feed,143.583013,5660,278,84,63
120208468856910151,best_price_1,ACC2,facebook,instream_video,0.069977,4,0,,
120208468856910151,best_price_1,ACC2,facebook,marketplace,0.839725,92,0,,
120208468856910151,best_price_1,ACC2,facebook,right_hand_column,0.009997,7,0,,
120208468856910151,best_price_1,ACC2,facebook,search,0.079974,28,0,,
120208468856910151,best_price_1,ACC2,facebook,video_feeds,1.439529,75,0,,
120208468856910151,best_price_1,ACC2,instagram,feed,4.658476,144,0,,
120208468856910151,best_price_1,ACC2,instagram,instagram_explore,0,1,0,,
120208468856910151,best_price_1,ACC2,instagram,instagram_profile_feed,0,1,0,,
120208468856910151,best_price_1,ACC2,instagram,instagram_reels,0.129957,7,0,,
120208468856910151,best_price_1,ACC2,instagram,instagram_stories,0.709768,25,0,,
120208470456720151,best_price_2,ACC2,facebook,facebook_reels,0.159927,10,0,,
120208470456720151,best_price_2,ACC2,facebook,facebook_stories,0.019991,1,0,,
120208470456720151,best_price_2,ACC2,facebook,feed,19.351148,711,25,7,3
120208470456720151,best_price_2,ACC2,facebook,marketplace,0.319854,32,0,,
120208470456720151,best_price_2,ACC2,facebook,right_hand_column,0,1,0,,
120208470456720151,best_price_2,ACC2,facebook,search,0.229895,50,0,,
120208470456720151,best_price_2,ACC2,facebook,video_feeds,0.369831,22,0,,
120208470456720151,best_price_2,ACC2,instagram,feed,1.079506,33,0,,
120208470456720151,best_price_2,ACC2,instagram,instagram_explore,0.039982,1,0,,
120208470456720151,best_price_2,ACC2,instagram,instagram_reels,0.009995,3,0,,
120208470456720151,best_price_2,ACC2,instagram,instagram_stories,0.279872,11,1,1,1
120208470462150151,best_price_3,ACC2,audience_network,an_classic,0.1,1,0,,
120208470462150151,best_price_3,ACC2,facebook,facebook_reels,0.21,4,0,,
120208470462150151,best_price_3,ACC2,facebook,facebook_reels_overlay,0.01,1,0,,
120208470462150151,best_price_3,ACC2,facebook,facebook_stories,0.03,1,0,,
120208470462150151,best_price_3,ACC2,facebook,feed,7.62,369,10,3,4
120208470462150151,best_price_3,ACC2,facebook,marketplace,0.01,2,0,,
120208470462150151,best_price_3,ACC2,facebook,right_hand_column,0,2,0,,
120208470462150151,best_price_3,ACC2,facebook,search,0.03,2,2,1,1
120208470462150151,best_price_3,ACC2,facebook,video_feeds,0.03,5,0,,
120208470462150151,best_price_3,ACC2,instagram,feed,0.34,11,0,,
120208470462150151,best_price_3,ACC2,instagram,instagram_profile_feed,0.01,1,0,,
120208470462150151,best_price_3,ACC2,instagram,instagram_stories,0.02,2,0,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,facebook_reels,117.338544,8257,47,19,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,facebook_reels_overlay,0.449879,70,0,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,facebook_stories,85.037203,3348,22,21,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,feed,894.260267,48020,691,224,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,marketplace,29.082204,2165,14,13,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,search,3.3591,467,0,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,facebook,video_feeds,4.968668,252,2,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,feed,265.748758,12093,55,39,1
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,instagram_explore,3.079175,274,3,2,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,instagram_explore_grid_home,0.389895,83,0,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,instagram_profile_feed,0.539855,34,0,,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,instagram_reels,76.999358,4349,25,22,
120208570328700151,SOLUTION AWARE - IMAGE - BEFORE AFTER - STICKERS - IT 2 - GRANT - LEARN,ACC2,instagram,instagram_stories,533.077093,31546,238,198,1
120208701988950151,best_price_1,ACC2,facebook,facebook_reels,0.37,18,0,,
120208701988950151,best_price_1,ACC2,facebook,facebook_reels_overlay,0,1,0,,
120208701988950151,best_price_1,ACC2,facebook,facebook_stories,0.24,4,0,,
120208701988950151,best_price_1,ACC2,facebook,feed,33.66,1287,34,10,8
120208701988950151,best_price_1,ACC2,facebook,marketplace,1.02,32,0,,
120208701988950151,best_price_1,ACC2,facebook,right_hand_column,0,1,0,,
120208701988950151,best_price_1,ACC2,facebook,search,0.02,15,1,1,
120208701988950151,best_price_1,ACC2,facebook,video_feeds,0.22,13,0,,
120208701988950151,best_price_1,ACC2,instagram,feed,2.7,77,2,1,2
120208701988950151,best_price_1,ACC2,instagram,instagram_explore,0,1,0,,
120208701988950151,best_price_1,ACC2,instagram,instagram_profile_feed,0.01,1,0,,
120208701988950151,best_price_1,ACC2,instagram,instagram_reels,0.12,6,0,,
120208701988950151,best_price_1,ACC2,instagram,instagram_reels_overlay,0,1,0,,
120208701988950151,best_price_1,ACC2,instagram,instagram_search,0.01,1,0,,
120208701988950151,best_price_1,ACC2,instagram,instagram_stories,1.34,27,1,,
120208702154730151,best_price_4,ACC2,audience_network,an_classic,0.59,27,2,2,
120208702154730151,best_price_4,ACC2,facebook,facebook_reels,2.4,76,0,,
120208702154730151,best_price_4,ACC2,facebook,facebook_reels_overlay,0.02,2,0,,
120208702154730151,best_price_4,ACC2,facebook,facebook_stories,0.22,16,0,,
120208702154730151,best_price_4,ACC2,facebook,feed,37.5,1454,33,14,8
120202858618940277,before_after4_1_dec_7,ACC3,audience_network,an_classic,12.537452,1462,11,11,8
120202858618940277,before_after4_1_dec_7,ACC3,facebook,facebook_reels,36.472588,9286,17,7,2
120202858618940277,before_after4_1_dec_7,ACC3,facebook,facebook_reels_overlay,0.58988,131,0,,
120202858618940277,before_after4_1_dec_7,ACC3,facebook,facebook_stories,32.263443,3564,12,12,6
120202858618940277,before_after4_1_dec_7,ACC3,facebook,feed,4433.529009,669774,5167,1705,1088
120202858618940277,before_after4_1_dec_7,ACC3,facebook,instream_video,3.279334,833,0,,
120202858618940277,before_after4_1_dec_7,ACC3,facebook,marketplace,115.176594,25289,58,56,26
120202858618940277,before_after4_1_dec_7,ACC3,facebook,right_hand_column,0.4899,541,0,,
120202858618940277,before_after4_1_dec_7,ACC3,facebook,search,35.652755,10711,23,18,5
120202858618940277,before_after4_1_dec_7,ACC3,facebook,video_feeds,66.206545,15548,61,45,25
120202858618940277,before_after4_1_dec_7,ACC3,instagram,feed,645.888741,116227,133,80,39
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_explore,55.45873,27960,24,14,10
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_explore_grid_home,6.258728,5980,7,2,
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_profile_feed,2.779435,1721,0,,
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_reels,26.174681,12021,25,17,3
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_reels_overlay,0.629872,988,0,,
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_search,0.199959,107,0,,
120202858618940277,before_after4_1_dec_7,ACC3,instagram,instagram_stories,234.342376,45386,116,106,42
120202858618940277,before_after4_1_dec_7,ACC3,messenger,messenger_stories,0.109978,10,0,,
120204277395160277,Join9_1_dec_21,ACC3,audience_network,an_classic,0.16,21,0,,
120204277395160277,Join9_1_dec_21,ACC3,audience_network,rewarded_video,2.28,391,3,3,1
120204277395160277,Join9_1_dec_21,ACC3,facebook,facebook_reels,1.26,203,1,,
120204277395160277,Join9_1_dec_21,ACC3,facebook,facebook_stories,0.01,2,0,,
120204277395160277,Join9_1_dec_21,ACC3,facebook,feed,2.17,211,1,,
120204277395160277,Join9_1_dec_21,ACC3,facebook,instream_video,0.14,43,0,,
120204277395160277,Join9_1_dec_21,ACC3,facebook,marketplace,1.34,243,2,2,
120204277395160277,Join9_1_dec_21,ACC3,facebook,search,0.44,36,0,,
120204277395160277,Join9_1_dec_21,ACC3,facebook,video_feeds,0.24,25,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,feed,4.17,284,1,1,1
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_explore,0.02,14,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_explore_grid_home,0.04,15,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_profile_feed,0,14,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_reels,1.33,74,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_search,0,2,0,,
120204277395160277,Join9_1_dec_21,ACC3,instagram,instagram_stories,0.72,73,1,1,1
120204277451380277,Join9_4_dec_21,ACC3,audience_network,an_classic,0.719847,55,4,4,1
120204277451380277,Join9_4_dec_21,ACC3,audience_network,rewarded_video,3.089342,210,1,1,1
120204277451380277,Join9_4_dec_21,ACC3,facebook,facebook_reels,25.184635,4786,22,11,5
120204277451380277,Join9_4_dec_21,ACC3,facebook,facebook_reels_overlay,0.069985,10,0,,
120204277451380277,Join9_4_dec_21,ACC3,facebook,facebook_stories,3.699212,192,3,3,1
120204277451380277,Join9_4_dec_21,ACC3,facebook,feed,81.022741,9084,58,28,11
120204277451380277,Join9_4_dec_21,ACC3,facebook,instream_video,1.579664,416,0,,
120204277451380277,Join9_4_dec_21,ACC3,facebook,marketplace,3.04935,780,1,1,
120204277451380277,Join9_4_dec_21,ACC3,facebook,search,1.199744,171,0,,
120204277451380277,Join9_4_dec_21,ACC3,facebook,video_feeds,3.339289,623,2,,
120204277451380277,Join9_4_dec_21,ACC3,instagram,feed,45.570293,4998,16,12,6
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_explore,0.479898,151,0,,
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_explore_grid_home,0.039991,15,0,,
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_profile_feed,0.079983,24,0,,
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_reels,9.278024,1328,4,1,
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_search,0,1,0,,
120204277451380277,Join9_4_dec_21,ACC3,instagram,instagram_stories,9.378002,905,5,5,3
120204367757230277,Join8_2_dec_23,ACC3,audience_network,an_classic,0.41,63,1,1,1
120204367757230277,Join8_2_dec_23,ACC3,audience_network,rewarded_video,3.29,380,8,8,2
120204367757230277,Join8_2_dec_23,ACC3,facebook,facebook_reels,2.7,357,0,,
120204367757230277,Join8_2_dec_23,ACC3,facebook,facebook_stories,0.49,26,0,,
120204367757230277,Join8_2_dec_23,ACC3,facebook,feed,9.33,746,11,6,5
120204367757230277,Join8_2_dec_23,ACC3,facebook,instream_video,0.21,43,0,,
120204367757230277,Join8_2_dec_23,ACC3,facebook,marketplace,0.95,269,0,,
120204367757230277,Join8_2_dec_23,ACC3,facebook,search,0.36,81,0,,
120204367757230277,Join8_2_dec_23,ACC3,facebook,video_feeds,0.38,49,0,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,feed,6.31,417,0,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,instagram_explore,0.09,29,0,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,instagram_explore_grid_home,0,4,0,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,instagram_profile_feed,0.12,11,0,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,instagram_reels,0.94,133,2,,
120204367757230277,Join8_2_dec_23,ACC3,instagram,instagram_stories,0.51,48,1,1,
120204415413280277,before_after7_7_dec_26,ACC3,audience_network,an_classic,4.139233,842,4,4,3
120204415413280277,before_after7_7_dec_26,ACC3,facebook,facebook_reels,28.434732,7604,10,4,2
120204415413280277,before_after7_7_dec_26,ACC3,facebook,facebook_reels_overlay,0.579893,115,0,,
120204415413280277,before_after7_7_dec_26,ACC3,facebook,facebook_stories,38.062948,3869,14,13,5
120204415413280277,before_after7_7_dec_26,ACC3,facebook,feed,3210.145275,515902,2737,1179,787
120204415413280277,before_after7_7_dec_26,ACC3,facebook,instream_video,7.528605,1827,1,1,
120204415413280277,before_after7_7_dec_26,ACC3,facebook,marketplace,59.438988,14510,35,31,11
120204415413280277,before_after7_7_dec_26,ACC3,facebook,right_hand_column,0.189965,315,0,,
120204415413280277,before_after7_7_dec_26,ACC3,facebook,search,16.666912,4919,6,6,2
120204415413280277,before_after7_7_dec_26,ACC3,facebook,video_feeds,28.744675,6481,14,12,7
120204415413280277,before_after7_7_dec_26,ACC3,instagram,feed,230.847232,28655,27,8,5
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_explore,11.157933,5973,3,2,1
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_explore_grid_home,1.209776,1478,3,2,2
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_profile_feed,2.169598,897,1,1,
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_reels,16.796888,6472,7,5,2
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_reels_overlay,0.26995,437,3,3,3
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_search,0.059989,24,0,,
120204415413280277,before_after7_7_dec_26,ACC3,instagram,instagram_stories,67.937414,12805,32,31,14
120204415413280277,before_after7_7_dec_26,ACC3,messenger,messenger_stories,0.029994,8,0,,
120204458813000277,Join9_4_dec_28,ACC3,audience_network,rewarded_video,0.05,4,0,,
120204458813000277,Join9_4_dec_28,ACC3,facebook,facebook_reels,3.43,462,0,,
120204458813000277,Join9_4_dec_28,ACC3,facebook,facebook_reels_overlay,0,2,0,,
120204458813000277,Join9_4_dec_28,ACC3,facebook,facebook_stories,0.02,2,0,,
120204458813000277,Join9_4_dec_28,ACC3,facebook,feed,28.74,1715,17,10,10
120204458813000277,Join9_4_dec_28,ACC3,facebook,instream_video,1.37,305,1,1,1
120204458813000277,Join9_4_dec_28,ACC3,facebook,marketplace,3.26,669,1,1,
120204458813000277,Join9_4_dec_28,ACC3,facebook,search,2.79,312,2,2,2
120204458813000277,Join9_4_dec_28,ACC3,facebook,video_feeds,1.1,118,3,1,
120204458813000277,Join9_4_dec_28,ACC3,instagram,feed,15.83,1652,4,4,3
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_explore,0.15,91,0,,
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_explore_grid_home,0.02,16,0,,
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_profile_feed,0.04,22,0,,
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_reels,5.84,465,1,1,
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_search,0.01,3,0,,
120204458813000277,Join9_4_dec_28,ACC3,instagram,instagram_stories,4.91,376,2,2,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,facebook_reels,1.328982,398,0,,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,facebook_reels_overlay,0,1,0,,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,facebook_stories,1.898545,146,1,1,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,feed,46.264544,6077,27,15,10
120204458827530277,before_after7_3_dec_28,ACC3,facebook,instream_video,0.16987,46,0,,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,marketplace,5.196018,1214,5,4,1
120204458827530277,before_after7_3_dec_28,ACC3,facebook,right_hand_column,0.029977,22,0,,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,search,0.63951,325,0,,
120204458827530277,before_after7_3_dec_28,ACC3,facebook,video_feeds,0.93928,209,1,1,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,feed,23.661866,2397,5,1,3
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_explore,0.839357,448,0,,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_explore_grid_home,0.109916,172,1,1,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_profile_feed,0.029977,57,0,,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_reels,1.368951,707,0,,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_reels_overlay,0.019985,35,0,,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_search,0,1,0,,
120204458827530277,before_after7_3_dec_28,ACC3,instagram,instagram_stories,8.843223,1998,1,1,2
120204458827530277,before_after7_3_dec_28,ACC3,messenger,messenger_stories,0,1,0,,
120204458835570277,before_after7_4_dec_28,ACC3,facebook,feed,0,0,0,,
120204458856000277,before_after7_3_dec_28,ACC3,audience_network,an_classic,0.03,5,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,facebook_reels,0.34,84,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,facebook_reels_overlay,0.01,1,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,facebook_stories,0.33,23,1,1,1
120204458856000277,before_after7_3_dec_28,ACC3,facebook,feed,6.67,792,1,1,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,instream_video,0.02,11,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,marketplace,1.8,334,1,1,1
120204458856000277,before_after7_3_dec_28,ACC3,facebook,right_hand_column,0,16,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,search,0.15,62,0,,
120204458856000277,before_after7_3_dec_28,ACC3,facebook,video_feeds,0.1,26,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,feed,3.74,299,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_explore,0.15,55,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_explore_grid_home,0.02,19,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_profile_feed,0.01,4,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_reels,0.34,144,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_reels_overlay,0,6,0,,
120204458856000277,before_after7_3_dec_28,ACC3,instagram,instagram_stories,1.33,209,0,,
120204485216420277,before_after_vid1_1_dec_29,ACC3,audience_network,an_classic,0.509903,46,0,,
120204485216420277,before_after_vid1_1_dec_29,ACC3,audience_network,rewarded_video,0.429918,27,0,,
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,facebook_reels,11.367828,2934,4,3,2
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,facebook_reels_overlay,0.329937,41,0,,
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,facebook_stories,11.417818,986,5,5,3
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,feed,465.800999,63164,464,248,203
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,instream_video,5.149016,450,1,1,
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,marketplace,18.936382,3008,9,7,8
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,search,10.897918,2147,9,8,3
120204485216420277,before_after_vid1_1_dec_29,ACC3,facebook,video_feeds,15.537031,4317,13,7,2
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,feed,355.742028,50360,99,74,49
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_explore,11.727759,4860,7,7,3
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_explore_grid_home,1.109788,1129,1,1,1
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_profile_feed,2.689486,1001,1,1,
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_reels,26.145004,7859,5,3,4
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_search,0.029994,20,0,,
120204485216420277,before_after_vid1_1_dec_29,ACC3,instagram,instagram_stories,56.579189,9277,23,20,20
120204485216420277,before_after_vid1_1_dec_29,ACC3,messenger,messenger_stories,0,1,0,,
120204485233440277,before_after_vid1_3_dec_29,ACC3,audience_network,an_classic,11.268159,1195,10,10,4
120204485233440277,before_after_vid1_3_dec_29,ACC3,audience_network,rewarded_video,21.066558,1465,25,25,13
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,facebook_reels,254.878355,55660,158,71,48
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,facebook_reels_overlay,4.499265,657,4,2,3
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,facebook_stories,172.311846,11426,77,75,29
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,feed,2820.629136,371164,3402,1367,1127
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,instream_video,21.836432,2801,27,26,9
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,marketplace,48.422088,7702,16,16,5
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,search,9.678419,1718,3,2,
120204485233440277,before_after_vid1_3_dec_29,ACC3,facebook,video_feeds,83.396374,17596,90,61,36
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,feed,2109.335355,249452,635,461,330
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_explore,45.252606,17484,21,7,5
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_explore_grid_home,3.289463,3196,4,3,
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_profile_feed,11.358144,3602,3,1,1
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_reels,155.914525,33839,57,46,30
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_search,0.279954,106,0,,
120204485233440277,before_after_vid1_3_dec_29,ACC3,instagram,instagram_stories,897.723321,137591,607,546,307
120204485233440277,before_after_vid1_3_dec_29,ACC3,messenger,messenger_stories,0,1,0,,
120204485244320277,before_after_vid1_4_dec_29,ACC3,audience_network,an_classic,2.769698,298,4,4,2
120204485244320277,before_after_vid1_4_dec_29,ACC3,audience_network,rewarded_video,0.879904,64,1,1,
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,facebook_reels,24.287349,5449,6,1,
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,facebook_reels_overlay,0.189979,43,0,,
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,facebook_stories,11.418754,1224,8,8,4
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,feed,871.494886,103579,796,426,349
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,instream_video,3.439625,697,1,1,1
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,marketplace,15.588299,2601,2,1,
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,search,2.739701,413,0,,
120204485244320277,before_after_vid1_4_dec_29,ACC3,facebook,video_feeds,21.377667,4960,19,15,10
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,feed,649.499114,71373,152,117,103
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_explore,10.588844,4031,3,,
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_explore_grid_home,1.259863,905,1,1,1
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_profile_feed,5.619387,1327,1,1,2
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_reels,61.323307,14415,26,20,21
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_search,0.049995,18,0,,
120204485244320277,before_after_vid1_4_dec_29,ACC3,instagram,instagram_stories,149.983631,22900,56,54,32
120204485244320277,before_after_vid1_4_dec_29,ACC3,messenger,messenger_stories,0.019998,2,0,,
120204485264240277,before_after_vid1_5_dec_29,ACC3,audience_network,an_classic,4.269218,401,5,5,3
120204485264240277,before_after_vid1_5_dec_29,ACC3,audience_network,rewarded_video,2.679509,265,3,3,1
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,facebook_reels,39.562754,9789,20,12,8
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,facebook_reels_overlay,0.449918,82,1,,2
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,facebook_stories,42.712177,3404,19,18,8
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,feed,709.680022,99652,725,256,226
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,instream_video,14.117414,1818,5,5,3
120204485264240277,before_after_vid1_5_dec_29,ACC3,facebook,marketplace,14.877275,3226,5,5,
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,audience_network,an_classic,0.27,19,0,,
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,audience_network,rewarded_video,0.96,120,2,2,2
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,facebook_reels,61.29,9772,30,13,8
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,facebook_reels_overlay,1.14,12,0,,
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,facebook_stories,8.86,378,4,3,2
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,feed,73.49,6211,68,28,20
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,instream_video,1.75,205,1,1,1
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,marketplace,7.54,1745,9,9,4
120202259693530461,SOLUTION AWARE - VIDEO - TESTIMONIAL - UGC - IT 1 - LEARN,ACC4,facebook,search,1.53,147,0,,
